# ai/guard-classification.tsv -- the classification ai/bin/check-guard-messages
# enforces (DND-218). One line per first-party file: path<TAB>class<TAB>reason.
#
# Classes: guard (must carry Fix:) | tool | no-fail-path | library.
# Every class but guard states the real reason the file has no guard failure
# path. Test suites (a test/ path segment, *.self-test.sh) are classified by
# rule and never listed. Files under ai/hooks and ai/bin are guards unless
# listed here.
#
# A new executable or lib/ file that is not listed here FAILS the check. That is
# the point: an unclassified script is the drift. Never list a guard as
# anything else to make the gate green; give it a Fix: line instead.
#
# This table is ratcheted against its LANDED copy (DND-510): a path that is a
# guard on origin/main or at the merge-base cannot become a non-guard in a
# branch. The owner lands a genuine reclassification on main themselves.

# --- ai/hooks and ai/bin default to guard (GUARD_DIRS); only exceptions are listed.
ai/hooks/main-session-policy.sh	no-fail-path	SessionStart context injector; emits guidance, never denies or fails a turn
ai/hooks/notify-idle.sh	no-fail-path	idle notifier; emits a desktop notification, never denies or fails a turn
ai/hooks/harness-event.sh	no-fail-path	PostToolUse telemetry emitter; fail-open, never denies or fails a turn
ai/hooks/athena-inbox-poll.sh	no-fail-path	SessionStart inbox count; emits a notice or stays quiet, never denies or fails a turn (its Fix: text is diagnostic guidance, not a denial)
ai/hooks/athena-slack-poll.sh	no-fail-path	SessionStart Slack backstop poll; emits a notice, never denies or fails a turn (its Fix: text is diagnostic guidance, not a denial)
ai/bin/contention-census	tool	reads and prints host load/contention numbers for a report; never denies, gates, or retries anything

# --- Sourced libraries. guard = the library holds refusal text that must keep its Fix:.
ai/inbox/lib/registry.rb	guard	
ai/lib/fleet/control-domain.sh	guard	
ai/lib/fleet/control-manager.sh	guard	
ai/lib/fleet/control-wait.sh	guard	
ai/lib/fleet/domain.sh	guard	
ai/lib/fleet/effects.sh	guard	
ai/lib/fleet/manager.sh	guard	
ai/lib/fleet/resume-manager.sh	guard	
ai/lib/forge-cli-isolation.sh	guard	
ai/lib/forge-git-passthrough.sh	guard	
ai/lib/gh-merge-guard.sh	guard	
ai/lib/eval_score.rb	guard	
ai/skills/athena:inbox/lib/budget.sh	guard	
ai/skills/athena:inbox/lib/descriptor.sh	guard	
ai/skills/athena:inbox/lib/doctor.sh	guard	
ai/skills/athena:inbox/lib/err.sh	guard	
ai/skills/athena:inbox/lib/inbox.sh	guard	
ai/skills/athena:inbox/lib/lock.sh	guard	
ai/skills/athena:inbox/lib/names.sh	guard	
ai/skills/athena:inbox/lib/routed.sh	guard	
scripts/wt-lib/push.sh	guard	
ai/lib/critic_prompt.rb	library	prompt-text constants required by ai/bin/critic-review; emits nothing and has no failure path of its own
ai/lib/strict_argv.rb	library	required by ai/bin/admiral-eval / variant-eval / critic-eval; raises StrictArgv::UsageError with a one-line reason, and each caller composes the exit-2 refusal that carries Fix:
ai/lib/first_party.rb	library	first-party discovery required by ai/bin/harness-gate; raises FirstParty::MeasureError and the caller prints the Fix:
ai/lib/harness_tools.rb	library	harness-tool scope required by ai/bin/check-bin-help / check-tool-risk; raises FirstParty::MeasureError and the caller prints the Fix:
ai/lib/fleet/control-effects.sh	library	sourced by ai/bin/fleet-control / fleet-resume; returns status codes, and the managers that compose the refusal carry Fix:
ai/lib/fleet/resume-domain.sh	library	sourced by ai/bin/fleet-control / fleet-resume; returns status codes, and the managers that compose the refusal carry Fix:
ai/lib/fleet/resume-effects.sh	library	sourced by ai/bin/fleet-control / fleet-resume; returns status codes, and the managers that compose the refusal carry Fix:
ai/skills/athena:inbox/lib/fence.sh	library	sourced by the athena:inbox bins; returns status codes, and refusals are composed through lib/err.sh, which carries Fix:
ai/skills/athena:inbox/lib/fs.sh	library	sourced by the athena:inbox bins; returns status codes, and refusals are composed through lib/err.sh, which carries Fix:
ai/skills/athena:inbox/lib/liveness.sh	library	sourced by the athena:inbox bins; returns status codes, and refusals are composed through lib/err.sh, which carries Fix:
ai/skills/athena:inbox/lib/logchan.sh	library	sourced by the athena:inbox bins; returns status codes, and refusals are composed through lib/err.sh, which carries Fix:
ai/skills/athena:inbox/lib/maildir.sh	library	sourced by the athena:inbox bins; returns status codes, and refusals are composed through lib/err.sh, which carries Fix:
ai/skills/athena:inbox/lib/mcp.sh	library	sourced by the athena:inbox bins; returns status codes, and refusals are composed through lib/err.sh, which carries Fix:
ai/skills/athena:inbox/lib/session.sh	library	sourced by the athena:inbox bins; returns status codes, and refusals are composed through lib/err.sh, which carries Fix:
ai/skills/athena:inbox/lib/wedge.sh	library	sourced by the athena:inbox bins; returns status codes, and refusals are composed through lib/err.sh, which carries Fix:
ai/skills/athena:slack/lib/inbox.sh	library	sourced by the athena:slack action bins; its slack_die reports a Slack API error for an action, not a guard denial
ai/skills/athena:slack/lib/slack.sh	library	sourced by the athena:slack action bins; its slack_die reports a Slack API error for an action, not a guard denial
scripts/lib/dbus-env.sh	library	sourced by the cron wrappers; always exports a bus address (real or sentinel) and never fails
scripts/wt-lib/close.sh	library	sourced by scripts/wt; worktree/stack operations whose failures are git/tool errors for the action requested, not guard denials
scripts/wt-lib/common.sh	library	sourced by scripts/wt; worktree/stack operations whose failures are git/tool errors for the action requested, not guard denials
scripts/wt-lib/create.sh	library	sourced by scripts/wt; worktree/stack operations whose failures are git/tool errors for the action requested, not guard denials
scripts/wt-lib/merge.sh	library	sourced by scripts/wt; worktree/stack operations whose failures are git/tool errors for the action requested, not guard denials
scripts/wt-lib/pr.sh	library	sourced by scripts/wt; worktree/stack operations whose failures are git/tool errors for the action requested, not guard denials
